sched,job_id,node,submit,start,end,wait_ms,ci_cost
carbonscaler,job-0,gpu-0,2025-10-19T17:00:00+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:18:22.293463692Z,65777293,0.000355
carbonscaler,job-1,burst-0,2025-10-19T17:00:00+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:26:03.293463692Z,65777293,0.004710
carbonscaler,job-2,burst-1,2025-10-19T17:00:00+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:19:44.293463692Z,65777293,0.004590
carbonscaler,job-3,small-0,2025-10-19T17:00:03+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:59.293463692Z,65774293,0.000169
carbonscaler,job-4,med-0,2025-10-19T17:00:04+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:25:23.293463692Z,65773293,0.006199
carbonscaler,job-5,gpu-0,2025-10-19T17:00:05+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:18:43.293463692Z,65772293,0.000414
carbonscaler,job-6,burst-0,2025-10-19T17:00:05+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:18:23.293463692Z,65772293,0.000716
carbonscaler,job-7,med-1,2025-10-19T17:00:05+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:23:24.293463692Z,65772293,0.005604
carbonscaler,job-8,small-1,2025-10-19T17:00:05+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:08.293463692Z,65772293,0.000205
carbonscaler,job-9,med-2,2025-10-19T17:00:05+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:25:16.293463692Z,65772293,0.008029
carbonscaler,job-10,small-2,2025-10-19T17:00:05+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:09.293463692Z,65772293,0.000209
carbonscaler,job-13,small-3,2025-10-19T17:00:09+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:06.293463692Z,65768293,0.000197
carbonscaler,job-14,small-4,2025-10-19T17:00:10+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:54.293463692Z,65767293,0.000149
carbonscaler,job-16,small-0,2025-10-19T17:00:12+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:49.293463692Z,65765293,0.000129
carbonscaler,job-26,small-1,2025-10-19T17:00:19+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:02.293463692Z,65758293,0.000181
carbonscaler,job-27,small-2,2025-10-19T17:00:21+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:10.293463692Z,65756293,0.000213
carbonscaler,job-28,small-3,2025-10-19T17:00:21+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:54.293463692Z,65756293,0.000149
carbonscaler,job-29,small-4,2025-10-19T17:00:22+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:58.293463692Z,65755293,0.000165
carbonscaler,job-33,gpu-0,2025-10-19T17:00:30+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:21:33.293463692Z,65747293,0.001599
carbonscaler,job-49,small-0,2025-10-19T17:00:52+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:55.293463692Z,65725293,0.000153
carbonscaler,job-62,small-1,2025-10-19T17:01:02+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:14.293463692Z,65715293,0.000230
carbonscaler,job-76,small-2,2025-10-19T17:01:14+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:01.293463692Z,65703293,0.000177
carbonscaler,job-80,small-3,2025-10-19T17:01:22+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:14.293463692Z,65695293,0.000230
carbonscaler,job-87,small-4,2025-10-19T17:01:28+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:59.293463692Z,65689293,0.000169
carbonscaler,job-95,med-0,2025-10-19T17:01:34+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:12.293463692Z,65683293,0.000235
carbonscaler,job-98,small-0,2025-10-19T17:01:38+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:05.293463692Z,65679293,0.000193
carbonscaler,job-100,small-1,2025-10-19T17:01:39+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:11.293463692Z,65678293,0.000218
carbonscaler,job-101,small-2,2025-10-19T17:01:42+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:13.293463692Z,65675293,0.000226
carbonscaler,job-105,small-3,2025-10-19T17:01:45+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:17:14.293463692Z,65672293,0.000230
carbonscaler,job-108,small-4,2025-10-19T17:01:46+02:00,2025-10-20T09:16:17.293463692Z,2025-10-20T09:16:54.293463692Z,65671293,0.000149
