sched,job_id,node,submit,start,end,wait_ms,ci_cost
k8,job-0,burst-0,2025-10-19T17:00:00+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:15:46.488954581+02:00,76421488,0.000710
k8,job-1,burst-1,2025-10-19T17:00:00+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:23:27.488954581+02:00,76421488,0.004709
k8,job-2,gpu-0,2025-10-19T17:00:00+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:17:08.488954581+02:00,76421488,0.002297
k8,job-3,med-0,2025-10-19T17:00:03+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:23.488954581+02:00,76418488,0.000179
k8,job-4,med-1,2025-10-19T17:00:04+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:22:47.488954581+02:00,76417488,0.006199
k8,job-5,gpu-0,2025-10-19T17:00:05+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:16:07.488954581+02:00,76416488,0.000572
k8,job-6,burst-1,2025-10-19T17:00:05+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:15:47.488954581+02:00,76416488,0.000716
k8,job-7,med-2,2025-10-19T17:00:05+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:20:48.488954581+02:00,76416488,0.005604
k8,job-8,small-0,2025-10-19T17:00:05+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:32.488954581+02:00,76416488,0.000205
k8,job-9,med-0,2025-10-19T17:00:05+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:22:40.488954581+02:00,76416488,0.008029
k8,job-10,small-1,2025-10-19T17:00:05+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:33.488954581+02:00,76416488,0.000209
k8,job-12,gpu-0,2025-10-19T17:00:08+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:15:51.488954581+02:00,76413488,0.000510
k8,job-13,small-2,2025-10-19T17:00:09+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:30.488954581+02:00,76412488,0.000197
k8,job-14,small-3,2025-10-19T17:00:10+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:18.488954581+02:00,76411488,0.000149
k8,job-16,small-4,2025-10-19T17:00:12+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:13.488954581+02:00,76409488,0.000129
k8,job-26,small-0,2025-10-19T17:00:19+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:26.488954581+02:00,76402488,0.000181
k8,job-27,small-1,2025-10-19T17:00:21+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:34.488954581+02:00,76400488,0.000213
k8,job-28,small-2,2025-10-19T17:00:21+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:18.488954581+02:00,76400488,0.000149
k8,job-29,small-3,2025-10-19T17:00:22+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:22.488954581+02:00,76399488,0.000165
k8,job-33,gpu-0,2025-10-19T17:00:30+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:18:57.488954581+02:00,76391488,0.002210
k8,job-37,burst-0,2025-10-19T17:00:33+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:23:21.488954581+02:00,76388488,0.006027
k8,job-49,small-4,2025-10-19T17:00:52+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:19.488954581+02:00,76369488,0.000153
k8,job-62,small-0,2025-10-19T17:01:02+02:00,2025-10-20T14:13:41.488954581+02:00,2025-10-20T14:14:38.488954581+02:00,76359488,0.000230
