sched,job_id,node,submit,start,end,wait_ms,ci_cost,policy
carbonscaler,job-11,gpu-0,2025-10-19T17:00:07+02:00,2025-10-20T14:16:50.55527549+02:00,2025-10-20T14:19:27.55527549+02:00,76603555,0.000484,carbonscaler
carbonscaler,job-334,gpu-0,2025-10-19T17:05:50+02:00,2025-10-20T14:16:50.55527549+02:00,2025-10-20T14:17:32.55527549+02:00,76260555,0.000113,carbonscaler
carbonscaler,job-15,burst-0,2025-10-19T17:00:12+02:00,2025-10-20T14:16:51.55527549+02:00,2025-10-20T14:19:32.55527549+02:00,76599555,0.000913,carbonscaler
carbonscaler,job-33,burst-0,2025-10-19T17:00:30+02:00,2025-10-20T14:16:51.55527549+02:00,2025-10-20T14:22:07.55527549+02:00,76581555,0.004019,carbonscaler
carbonscaler,job-336,med-1,2025-10-19T17:05:50+02:00,2025-10-20T14:16:51.55527549+02:00,2025-10-20T14:17:41.55527549+02:00,76261555,0.000214,carbonscaler
carbonscaler,job-31,gpu-0,2025-10-19T17:00:28+02:00,2025-10-20T14:16:55.55527549+02:00,2025-10-20T14:19:51.55527549+02:00,76587555,0.000549,carbonscaler
carbonscaler,job-341,small-1,2025-10-19T17:05:53+02:00,2025-10-20T14:16:55.55527549+02:00,2025-10-20T14:17:37.55527549+02:00,76262555,0.000169,carbonscaler
carbonscaler,job-347,small-3,2025-10-19T17:06:00+02:00,2025-10-20T14:16:55.55527549+02:00,2025-10-20T14:17:51.55527549+02:00,76255555,0.000226,carbonscaler
carbonscaler,job-351,small-0,2025-10-19T17:06:00+02:00,2025-10-20T14:16:56.55527549+02:00,2025-10-20T14:17:53.55527549+02:00,76256555,0.00023,carbonscaler
carbonscaler,job-356,small-0,2025-10-19T17:06:06+02:00,2025-10-20T14:16:58.55527549+02:00,2025-10-20T14:17:43.55527549+02:00,76252555,0.000181,carbonscaler
carbonscaler,job-357,small-2,2025-10-19T17:06:08+02:00,2025-10-20T14:17:01.55527549+02:00,2025-10-20T14:17:51.55527549+02:00,76253555,0.000201,carbonscaler
carbonscaler,job-358,small-0,2025-10-19T17:06:10+02:00,2025-10-20T14:17:03.55527549+02:00,2025-10-20T14:17:51.55527549+02:00,76253555,0.000193,carbonscaler
carbonscaler,job-359,med-0,2025-10-19T17:06:11+02:00,2025-10-20T14:17:05.55527549+02:00,2025-10-20T14:18:02.55527549+02:00,76254555,0.000243,carbonscaler
carbonscaler,job-365,small-1,2025-10-19T17:06:14+02:00,2025-10-20T14:17:06.55527549+02:00,2025-10-20T14:17:48.55527549+02:00,76252555,0.000169,carbonscaler
carbonscaler,job-376,burst-0,2025-10-19T17:06:32+02:00,2025-10-20T14:17:06.55527549+02:00,2025-10-20T14:17:36.55527549+02:00,76234555,0.000135,carbonscaler
carbonscaler,job-377,gpu-0,2025-10-19T17:06:32+02:00,2025-10-20T14:17:09.55527549+02:00,2025-10-20T14:18:02.55527549+02:00,76237555,0.000149,carbonscaler
carbonscaler,job-18,burst-1,2025-10-19T17:00:14+02:00,2025-10-20T14:17:11.55527549+02:00,2025-10-20T14:19:36.55527549+02:00,76617555,0.00082,carbonscaler
carbonscaler,job-382,burst-1,2025-10-19T17:06:37+02:00,2025-10-20T14:17:11.55527549+02:00,2025-10-20T14:17:57.55527549+02:00,76234555,0.000206,carbonscaler
carbonscaler,job-385,burst-1,2025-10-19T17:06:39+02:00,2025-10-20T14:17:11.55527549+02:00,2025-10-20T14:17:41.55527549+02:00,76232555,0.000135,carbonscaler
carbonscaler,job-386,small-3,2025-10-19T17:06:39+02:00,2025-10-20T14:17:12.55527549+02:00,2025-10-20T14:17:49.55527549+02:00,76233555,0.000149,carbonscaler
carbonscaler,job-392,small-1,2025-10-19T17:06:43+02:00,2025-10-20T14:17:12.55527549+02:00,2025-10-20T14:17:53.55527549+02:00,76229555,0.000165,carbonscaler
carbonscaler,job-396,small-3,2025-10-19T17:06:59+02:00,2025-10-20T14:17:12.55527549+02:00,2025-10-20T14:17:46.55527549+02:00,76213555,0.000137,carbonscaler
carbonscaler,job-402,gpu-0,2025-10-19T17:07:07+02:00,2025-10-20T14:17:16.55527549+02:00,2025-10-20T14:18:11.55527549+02:00,76209555,0.000157,carbonscaler
carbonscaler,job-403,med-0,2025-10-19T17:07:07+02:00,2025-10-20T14:17:17.55527549+02:00,2025-10-20T14:18:08.55527549+02:00,76210555,0.000218,carbonscaler
carbonscaler,job-404,small-2,2025-10-19T17:07:08+02:00,2025-10-20T14:17:18.55527549+02:00,2025-10-20T14:18:02.55527549+02:00,76210555,0.000177,carbonscaler
carbonscaler,job-406,small-2,2025-10-19T17:07:09+02:00,2025-10-20T14:17:18.55527549+02:00,2025-10-20T14:17:51.55527549+02:00,76209555,0.000133,carbonscaler
carbonscaler,job-409,small-4,2025-10-19T17:07:14+02:00,2025-10-20T14:17:21.55527549+02:00,2025-10-20T14:17:53.55527549+02:00,76207555,0.000129,carbonscaler
carbonscaler,job-410,small-0,2025-10-19T17:07:15+02:00,2025-10-20T14:17:23.55527549+02:00,2025-10-20T14:18:11.55527549+02:00,76208555,0.000193,carbonscaler
carbonscaler,job-412,small-4,2025-10-19T17:07:16+02:00,2025-10-20T14:17:25.55527549+02:00,2025-10-20T14:18:20.55527549+02:00,76209555,0.000222,carbonscaler
carbonscaler,job-414,small-3,2025-10-19T17:07:18+02:00,2025-10-20T14:17:27.55527549+02:00,2025-10-20T14:18:04.55527549+02:00,76209555,0.000149,carbonscaler
carbonscaler,job-420,small-4,2025-10-19T17:07:23+02:00,2025-10-20T14:17:27.55527549+02:00,2025-10-20T14:18:00.55527549+02:00,76204555,0.000133,carbonscaler
carbonscaler,job-421,gpu-0,2025-10-19T17:07:24+02:00,2025-10-20T14:17:28.55527549+02:00,2025-10-20T14:18:15.55527549+02:00,76204555,0.000138,carbonscaler
carbonscaler,job-423,small-1,2025-10-19T17:07:25+02:00,2025-10-20T14:17:31.55527549+02:00,2025-10-20T14:18:04.55527549+02:00,76206555,0.000133,carbonscaler
carbonscaler,job-426,gpu-0,2025-10-19T17:07:30+02:00,2025-10-20T14:17:32.55527549+02:00,2025-10-20T14:18:23.55527549+02:00,76202555,0.000151,carbonscaler
carbonscaler,job-429,burst-0,2025-10-19T17:07:33+02:00,2025-10-20T14:17:36.55527549+02:00,2025-10-20T14:18:27.55527549+02:00,76203555,0.000228,carbonscaler
carbonscaler,job-433,small-1,2025-10-19T17:07:35+02:00,2025-10-20T14:17:37.55527549+02:00,2025-10-20T14:18:31.55527549+02:00,76202555,0.000218,carbonscaler
carbonscaler,job-437,med-1,2025-10-19T17:07:37+02:00,2025-10-20T14:17:41.55527549+02:00,2025-10-20T14:18:13.55527549+02:00,76204555,0.000137,carbonscaler
carbonscaler,job-441,burst-1,2025-10-19T17:07:40+02:00,2025-10-20T14:17:41.55527549+02:00,2025-10-20T14:18:15.55527549+02:00,76201555,0.000152,carbonscaler
carbonscaler,job-442,small-0,2025-10-19T17:07:40+02:00,2025-10-20T14:17:43.55527549+02:00,2025-10-20T14:18:21.55527549+02:00,76203555,0.000153,carbonscaler
carbonscaler,job-447,small-4,2025-10-19T17:07:45+02:00,2025-10-20T14:17:44.55527549+02:00,2025-10-20T14:18:42.55527549+02:00,76199555,0.000234,carbonscaler
carbonscaler,job-455,small-2,2025-10-19T17:07:51+02:00,2025-10-20T14:17:46.55527549+02:00,2025-10-20T14:18:41.55527549+02:00,76195555,0.000222,carbonscaler
carbonscaler,job-460,small-3,2025-10-19T17:07:58+02:00,2025-10-20T14:17:46.55527549+02:00,2025-10-20T14:18:22.55527549+02:00,76188555,0.000145,carbonscaler
carbonscaler,job-461,small-1,2025-10-19T17:08:01+02:00,2025-10-20T14:17:48.55527549+02:00,2025-10-20T14:18:23.55527549+02:00,76187555,0.000141,carbonscaler
carbonscaler,job-463,small-3,2025-10-19T17:08:03+02:00,2025-10-20T14:17:49.55527549+02:00,2025-10-20T14:18:29.55527549+02:00,76186555,0.000161,carbonscaler
carbonscaler,job-468,small-2,2025-10-19T17:08:08+02:00,2025-10-20T14:17:51.55527549+02:00,2025-10-20T14:18:34.55527549+02:00,76183555,0.000173,carbonscaler
carbonscaler,job-476,small-0,2025-10-19T17:08:17+02:00,2025-10-20T14:17:51.55527549+02:00,2025-10-20T14:18:28.55527549+02:00,76174555,0.000149,carbonscaler
carbonscaler,job-481,small-2,2025-10-19T17:08:25+02:00,2025-10-20T14:17:51.55527549+02:00,2025-10-20T14:18:26.55527549+02:00,76166555,0.000141,carbonscaler
carbonscaler,job-487,small-3,2025-10-19T17:08:41+02:00,2025-10-20T14:17:51.55527549+02:00,2025-10-20T14:18:30.55527549+02:00,76150555,0.000157,carbonscaler
carbonscaler,job-499,small-0,2025-10-19T17:08:52+02:00,2025-10-20T14:17:53.55527549+02:00,2025-10-20T14:18:48.55527549+02:00,76141555,0.000222,carbonscaler
carbonscaler,job-501,small-1,2025-10-19T17:08:58+02:00,2025-10-20T14:17:53.55527549+02:00,2025-10-20T14:18:37.55527549+02:00,76135555,0.000177,carbonscaler
carbonscaler,job-504,small-4,2025-10-19T17:09:05+02:00,2025-10-20T14:17:53.55527549+02:00,2025-10-20T14:18:49.55527549+02:00,76128555,0.000226,carbonscaler
carbonscaler,job-506,burst-1,2025-10-19T17:09:10+02:00,2025-10-20T14:17:57.55527549+02:00,2025-10-20T14:18:42.55527549+02:00,76127555,0.000201,carbonscaler
carbonscaler,job-508,small-4,2025-10-19T17:09:13+02:00,2025-10-20T14:18:00.55527549+02:00,2025-10-20T14:18:45.55527549+02:00,76127555,0.000181,carbonscaler
carbonscaler,job-511,small-2,2025-10-19T17:09:15+02:00,2025-10-20T14:18:02.55527549+02:00,2025-10-20T14:18:43.55527549+02:00,76127555,0.000165,carbonscaler
carbonscaler,job-512,gpu-0,2025-10-19T17:09:16+02:00,2025-10-20T14:18:02.55527549+02:00,2025-10-20T14:19:00.55527549+02:00,76126555,0.000183,carbonscaler
