sched,job_id,node,submit,start,end,wait_ms,ci_cost,policy
themis_base,job-412,med-0,2025-10-19T17:07:16+02:00,2025-10-20T14:16:13.565072351+02:00,2025-10-20T14:17:08.565072351+02:00,76137565,0.000235,themis
themis_base,job-414,small-4,2025-10-19T17:07:18+02:00,2025-10-20T14:16:15.565072351+02:00,2025-10-20T14:16:52.565072351+02:00,76137565,0.000149,themis
themis_base,job-420,small-3,2025-10-19T17:07:23+02:00,2025-10-20T14:16:17.565072351+02:00,2025-10-20T14:16:50.565072351+02:00,76134565,0.000133,themis
themis_base,job-421,small-0,2025-10-19T17:07:24+02:00,2025-10-20T14:16:19.565072351+02:00,2025-10-20T14:17:06.565072351+02:00,76135565,0.000189,themis
themis_base,job-423,small-4,2025-10-19T17:07:25+02:00,2025-10-20T14:16:20.565072351+02:00,2025-10-20T14:16:53.565072351+02:00,76135565,0.000133,themis
themis_base,job-426,small-4,2025-10-19T17:07:30+02:00,2025-10-20T14:16:20.565072351+02:00,2025-10-20T14:17:11.565072351+02:00,76130565,0.000205,themis
themis_base,job-429,small-0,2025-10-19T17:07:33+02:00,2025-10-20T14:16:22.565072351+02:00,2025-10-20T14:17:13.565072351+02:00,76129565,0.000205,themis
themis_base,job-433,gpu-0,2025-10-19T17:07:35+02:00,2025-10-20T14:16:24.565072351+02:00,2025-10-20T14:17:18.565072351+02:00,76129565,0.000136,themis
themis_base,job-437,small-1,2025-10-19T17:07:37+02:00,2025-10-20T14:16:25.565072351+02:00,2025-10-20T14:16:57.565072351+02:00,76128565,0.000129,themis
themis_base,job-441,small-4,2025-10-19T17:07:40+02:00,2025-10-20T14:16:28.565072351+02:00,2025-10-20T14:17:02.565072351+02:00,76128565,0.000137,themis
themis_base,job-442,small-3,2025-10-19T17:07:40+02:00,2025-10-20T14:16:32.565072351+02:00,2025-10-20T14:17:10.565072351+02:00,76132565,0.000153,themis
themis_base,job-447,small-3,2025-10-19T17:07:45+02:00,2025-10-20T14:16:34.565072351+02:00,2025-10-20T14:17:32.565072351+02:00,76129565,0.000234,themis
themis_base,job-455,burst-0,2025-10-19T17:07:51+02:00,2025-10-20T14:16:34.565072351+02:00,2025-10-20T14:17:29.565072351+02:00,76123565,0.000247,themis
themis_base,job-460,med-0,2025-10-19T17:07:58+02:00,2025-10-20T14:16:35.565072351+02:00,2025-10-20T14:17:11.565072351+02:00,76117565,0.000154,themis
themis_base,job-461,burst-0,2025-10-19T17:08:01+02:00,2025-10-20T14:16:37.565072351+02:00,2025-10-20T14:17:12.565072351+02:00,76116565,0.000157,themis
themis_base,job-463,gpu-0,2025-10-19T17:08:03+02:00,2025-10-20T14:16:38.565072351+02:00,2025-10-20T14:17:18.565072351+02:00,76115565,0.000104,themis
themis_base,job-468,small-3,2025-10-19T17:08:08+02:00,2025-10-20T14:16:39.565072351+02:00,2025-10-20T14:17:22.565072351+02:00,76111565,0.000173,themis
themis_base,job-476,burst-0,2025-10-19T17:08:17+02:00,2025-10-20T14:16:39.565072351+02:00,2025-10-20T14:17:16.565072351+02:00,76102565,0.000166,themis
themis_base,job-481,small-0,2025-10-19T17:08:25+02:00,2025-10-20T14:16:40.565072351+02:00,2025-10-20T14:17:15.565072351+02:00,76095565,0.000141,themis
themis_base,job-487,small-1,2025-10-19T17:08:41+02:00,2025-10-20T14:16:41.565072351+02:00,2025-10-20T14:17:20.565072351+02:00,76080565,0.000157,themis
themis_base,job-499,small-2,2025-10-19T17:08:52+02:00,2025-10-20T14:16:44.565072351+02:00,2025-10-20T14:17:39.565072351+02:00,76072565,0.000222,themis
themis_base,job-501,small-0,2025-10-19T17:08:58+02:00,2025-10-20T14:16:44.565072351+02:00,2025-10-20T14:17:28.565072351+02:00,76066565,0.000177,themis
themis_base,job-504,med-2,2025-10-19T17:09:05+02:00,2025-10-20T14:16:44.565072351+02:00,2025-10-20T14:17:40.565072351+02:00,76059565,0.000239,themis
